experiment2_results
id_sim,City ,Compliance,Cumulative economic index,Hospitalize ,Deceased ,Order Vac,Length of action 0       (days),Length of action 1     (days),Length of action 2.      (days),Length of action 3     (days),Length of action 4        (days),Length of action 5      (days),Length of action 6      (days),Length of action 7       (days),Length of action 8        (days),Length of action 9        (days),Length of action 10       (days),Rt
167,Bene Beraq,1.0,2274828705,208,342,ASCENDING,0,0,0,30,0,0,30,30,0,0,30,0.931
168,Bene Beraq,1.0,2398485278,412,95,ASCENDING,30,0,0,0,0,0,0,0,90,0,0,1.009
169,Bene Beraq,1.0,2164057106,224,54,ASCENDING,30,0,0,0,30,60,0,0,0,0,0,1.039
170,Bene Beraq,1.0,2205804199,331,8,ASCENDING,30,0,0,0,0,0,30,30,0,0,30,0.852
171,Bene Beraq,1.0,2318790304,430,189,ASCENDING,0,0,0,60,0,60,0,0,0,0,0,0.989
172,Bene Beraq,1.0,2453668180,97,20,ASCENDING,0,0,0,0,30,60,0,30,0,0,0,1.025
173,Bene Beraq,1.0,2345712741,169,193,ASCENDING,0,0,0,60,0,30,0,0,0,0,30,1.099
174,Bene Beraq,1.0,2304905147,225,146,ASCENDING,0,0,30,0,30,0,0,30,30,0,0,1.033
175,Bene Beraq,1.0,2337960921,68,37,ASCENDING,0,30,0,30,0,0,0,30,30,0,0,1.062
176,Bene Beraq,1.0,2791920673,93,61,ASCENDING,0,0,0,30,60,0,30,0,0,0,0,1.078
177,Bene Beraq,1.0,2765212303,144,26,ASCENDING,30,0,0,0,30,0,30,30,0,0,0,1.058
178,Bene Beraq,1.0,2767091722,156,36,ASCENDING,0,0,0,0,60,30,0,0,30,0,0,1.069
179,Bene Beraq,1.0,2685172926,63,21,ASCENDING,0,0,0,0,30,30,0,30,0,0,30,1.053
180,Bene Beraq,1.0,3050320219,103,20,ASCENDING,0,0,0,0,0,120,0,0,0,0,0,0.929
1,Bene Beraq,0.35,1736073741,404,457,DESCENDING,0,0,30,30,0,0,30,30,0,0,0,0.558
2,Bene Beraq,0.35,1733319768,426,435,DESCENDING,0,30,0,30,0,0,0,0,60,0,0,0.986
3,Bene Beraq,0.35,1755879047,425,493,DESCENDING,0,0,30,30,0,30,0,0,0,0,30,1.382
4,Bene Beraq,0.35,2171929808,459,459,DESCENDING,0,0,60,0,0,0,0,0,30,30,0,0.827
5,Bene Beraq,0.35,1622570943,439,421,DESCENDING,0,0,30,0,0,0,0,0,90,0,0,1.281
6,Bene Beraq,0.35,2043332050,326,100,DESCENDING,0,30,0,0,0,30,0,0,30,0,30,0.992
7,Bene Beraq,0.35,1892940870,216,208,DESCENDING,0,0,0,30,0,0,0,0,0,0,90,0.650
8,Bene Beraq,0.35,1940174570,364,107,DESCENDING,30,30,0,0,0,30,0,0,0,0,30,0.944
9,Bene Beraq,0.35,1531174958,197,242,DESCENDING,0,0,30,30,0,0,0,30,0,0,30,0.844
10,Bene Beraq,0.35,1867639772,225,210,DESCENDING,0,0,60,30,0,0,0,0,30,0,0,0.616
11,Bene Beraq,0.35,1881461147,301,86,DESCENDING,0,30,0,0,0,30,0,0,30,0,30,0.880
12,Bene Beraq,0.35,1900939126,339,147,DESCENDING,30,30,0,30,0,0,0,0,30,0,0,1.209
13,Bene Beraq,0.35,1987227031,318,125,DESCENDING,0,30,30,0,0,0,0,0,30,0,30,1.023
14,Bene Beraq,0.35,1807755929,296,86,DESCENDING,0,30,0,0,0,0,0,30,60,0,0,0.883
15,Bene Beraq,0.35,1827046502,230,212,DESCENDING,0,0,0,30,0,0,0,0,0,90,0,1.176
16,Bene Beraq,0.35,1869290423,177,231,DESCENDING,0,0,60,60,0,0,0,0,0,0,30,0.934
17,Bene Beraq,0.35,2143962004,235,152,DESCENDING,0,0,0,30,0,30,0,0,30,0,30,0.889
18,Bene Beraq,0.35,2107941689,328,82,DESCENDING,30,0,0,0,0,0,30,0,60,0,0,0.944
19,Bene Beraq,0.35,1583400335,180,304,DESCENDING,0,60,30,0,0,0,0,0,0,0,30,1.181
20,Bene Beraq,0.35,1929361311,453,176,DESCENDING,0,30,0,30,0,0,0,0,30,0,30,1.154
21,Bene Beraq,0.35,1913104031,481,134,DESCENDING,0,30,0,0,0,0,0,0,0,60,30,0.953
22,Bene Beraq,0.35,2048026998,495,111,DESCENDING,30,30,0,0,0,0,0,0,30,0,30,0.974
23,Bene Beraq,0.35,2028819819,450,120,DESCENDING,0,0,0,0,0,60,0,0,0,30,30,0.986
24,Bene Beraq,0.35,2228697045,447,114,DESCENDING,30,0,0,0,0,0,0,30,30,0,0,0.900
25,Bene Beraq,0.35,1913535517,490,177,DESCENDING,30,30,30,0,0,0,0,0,0,0,30,1.000
26,Bene Beraq,0.35,2024132869,422,104,DESCENDING,0,0,0,0,30,0,30,0,30,0,30,0.903
27,Bene Beraq,0.35,1572597760,239,306,DESCENDING,0,30,0,30,0,0,30,30,0,0,0,0.542
28,Bene Beraq,0.35,1604111641,449,212,DESCENDING,30,0,0,60,0,0,0,0,0,0,30,0.998
29,Bene Beraq,0.35,1914227485,435,96,DESCENDING,0,30,0,0,0,0,60,0,0,0,30,0.983
30,Bene Beraq,0.35,2015992509,430,109,DESCENDING,0,30,0,0,0,0,0,30,30,0,30,1.107
31,Bene Beraq,0.35,1954692470,529,197,DESCENDING,0,0,0,30,0,30,0,0,0,30,30,0.925
32,Bene Beraq,0.35,1589041786,211,285,DESCENDING,30,30,0,30,0,30,0,0,0,0,0,0.830
33,Bene Beraq,0.35,2449719825,361,257,DESCENDING,0,0,0,30,0,0,30,30,0,0,30,1.062
34,Bene Beraq,0.35,1323427401,519,131,DESCENDING,0,0,0,0,0,30,60,0,30,0,0,0.937
35,Bene Beraq,0.35,1575784801,495,141,DESCENDING,0,0,0,0,0,30,30,30,0,0,30,0.950
36,Bene Beraq,0.35,1558989462,632,137,DESCENDING,0,0,0,0,0,30,0,0,30,60,0,1.145
37,Bene Beraq,0.35,1556207381,597,131,DESCENDING,0,0,0,0,0,30,0,0,0,30,60,0.900
38,Bene Beraq,0.35,1726704960,541,116,DESCENDING,0,0,0,0,0,30,0,30,30,0,30,0.809
39,Bene Beraq,0.35,1830087633,501,177,DESCENDING,0,0,0,30,0,30,30,0,30,0,0,1.045
40,Bene Beraq,0.35,1830629165,502,182,DESCENDING,0,30,30,0,0,30,0,0,30,0,0,0.928
41,Bene Beraq,0.35,1733342910,516,138,DESCENDING,30,0,0,0,0,30,0,30,30,0,0,1.033
42,Bene Beraq,0.35,1747223661,451,105,DESCENDING,0,60,0,0,0,30,0,0,30,0,0,0.999
43,Bene Beraq,0.35,1910621561,353,99,DESCENDING,0,0,0,0,0,30,0,60,30,0,0,0.930
44,Bene Beraq,0.35,1741560904,438,119,DESCENDING,30,30,0,0,0,60,0,0,0,0,0,0.814
45,Bene Beraq,0.35,1702432893,531,134,DESCENDING,0,30,0,0,0,30,0,0,0,30,30,0.948
46,Bene Beraq,0.35,1876619762,500,221,DESCENDING,0,0,0,30,0,30,0,0,30,0,30,0.871
47,Bene Beraq,0.35,1774403419,355,79,DESCENDING,0,0,0,0,0,30,30,30,30,0,0,1.067
48,Bene Beraq,0.35,1817536136,461,113,DESCENDING,0,30,0,0,0,30,30,0,30,0,0,0.926
49,Bene Beraq,0.35,1915427799,526,119,DESCENDING,30,0,0,0,0,30,0,0,30,30,0,0.901
50,Bene Beraq,0.35,1840465411,501,114,DESCENDING,0,0,0,0,0,30,30,0,30,0,30,1.014
51,Bene Beraq,0.35,1783987542,403,262,DESCENDING,0,60,0,30,0,0,0,0,0,0,30,1.040
52,Bene Beraq,0.35,1962390743,278,159,DESCENDING,0,0,0,0,0,0,60,0,0,0,60,0.928
53,Bene Beraq,0.35,1806153039,294,173,DESCENDING,0,30,0,0,0,0,0,60,0,0,30,0.983
54,Bene Beraq,0.35,1738170185,328,192,DESCENDING,0,30,0,0,0,30,30,0,30,0,0,0.939
55,Bene Beraq,0.35,1998611750,192,46,DESCENDING,0,0,0,0,30,30,0,60,0,0,0,1.083
56,Bene Beraq,0.35,1772687437,309,92,DESCENDING,0,60,0,0,0,0,30,0,0,0,30,0.972
57,Bene Beraq,0.35,2232936316,196,116,DESCENDING,0,0,30,0,0,30,0,30,30,0,0,0.990
58,Bene Beraq,0.35,2019354500,157,117,DESCENDING,0,0,30,0,30,30,0,0,0,0,30,0.872
59,Bene Beraq,0.35,1983273354,401,250,DESCENDING,0,30,0,0,30,30,0,0,30,0,0,1.045
60,Bene Beraq,0.35,1856360669,233,280,DESCENDING,0,0,0,30,0,0,0,90,0,0,0,0.900
61,Bene Beraq,0.75,1801605004,388,101,DESCENDING,30,0,0,0,0,0,30,0,30,0,30,0.902
62,Bene Beraq,0.75,1931033376,125,29,DESCENDING,0,0,0,0,30,0,0,30,30,0,30,0.911
63,Bene Beraq,0.75,2241451224,260,248,DESCENDING,30,0,30,0,0,30,0,0,0,30,0,0.852
64,Bene Beraq,0.75,1800542273,334,79,DESCENDING,0,30,60,0,0,0,0,0,0,0,30,0.845
65,Bene Beraq,0.75,1943094670,401,86,DESCENDING,0,0,0,0,60,0,0,0,30,30,0,1.049
66,Bene Beraq,0.75,1919626089,137,21,DESCENDING,0,30,0,0,0,30,0,30,30,0,0,0.943
67,Bene Beraq,0.75,1964504347,281,66,DESCENDING,0,30,0,0,0,30,0,0,30,0,30,1.117
68,Bene Beraq,0.75,2546167967,364,278,DESCENDING,30,0,30,0,0,60,0,0,0,0,0,0.951
69,Bene Beraq,0.75,1691419737,210,295,DESCENDING,30,30,0,0,0,60,0,0,0,0,0,0.884
70,Bene Beraq,0.75,1824720985,237,81,DESCENDING,0,30,0,0,30,0,0,0,30,0,30,1.019
71,Bene Beraq,0.75,1801022245,167,264,DESCENDING,0,30,0,30,0,0,0,30,0,0,30,0.779
72,Bene Beraq,0.75,1633048477,159,343,DESCENDING,0,0,60,60,0,0,0,0,0,0,0,0.664
73,Bene Beraq,0.75,1647886434,367,77,DESCENDING,30,30,0,0,0,0,0,30,30,0,0,0.752
74,Bene Beraq,0.75,1606068181,333,88,DESCENDING,30,30,0,0,0,0,0,30,30,0,0,1.032
75,Bene Beraq,0.75,2014534123,215,245,DESCENDING,0,0,0,30,30,0,0,30,30,0,0,1.063
76,Bene Beraq,0.75,2291911633,205,47,DESCENDING,0,60,0,0,30,0,0,0,0,0,30,0.992
77,Bene Beraq,0.75,1743314247,343,84,DESCENDING,30,30,0,0,0,30,0,0,0,0,30,1.020
78,Bene Beraq,0.75,1898550382,361,69,DESCENDING,0,30,0,0,0,30,0,0,30,0,30,1.124
79,Bene Beraq,0.75,1873957938,249,235,DESCENDING,0,0,0,60,0,0,30,0,0,0,30,0.962
80,Bene Beraq,0.75,1738724685,384,182,DESCENDING,30,0,0,0,0,30,30,0,0,30,0,0.728
81,Bene Beraq,0.75,2146273416,142,24,DESCENDING,0,0,0,0,30,0,0,30,30,0,30,0.984
82,Bene Beraq,0.75,1948934887,354,88,DESCENDING,0,30,0,0,0,0,30,0,0,60,0,0.985
83,Bene Beraq,0.75,1823351461,161,37,DESCENDING,0,30,0,0,0,0,0,30,30,0,30,1.057
84,Bene Beraq,0.75,1835631512,184,44,DESCENDING,0,0,0,0,0,0,30,30,30,0,30,1.060
85,Bene Beraq,0.75,1800170359,335,71,DESCENDING,0,30,0,0,60,30,0,0,0,0,0,0.983
86,Bene Beraq,0.75,1826212724,383,83,DESCENDING,0,30,0,0,0,30,0,0,30,30,0,1.195
87,Bene Beraq,0.75,1961687114,201,314,DESCENDING,30,0,30,0,0,30,0,0,0,0,30,1.070
88,Bene Beraq,0.75,1583265264,154,279,DESCENDING,0,60,0,30,0,0,30,0,0,0,0,1.000
89,Bene Beraq,0.75,2025873442,168,278,DESCENDING,0,0,30,0,30,30,0,0,0,0,30,0.876
90,Bene Beraq,0.75,2237075874,237,114,DESCENDING,0,0,30,0,30,0,30,0,0,0,30,0.941
91,Bene Beraq,0.75,1769085523,325,247,DESCENDING,0,30,0,0,0,30,30,0,0,0,30,0.803
92,Bene Beraq,0.75,1663527798,157,298,DESCENDING,30,0,0,30,0,0,0,60,0,0,0,0.861
93,Bene Beraq,0.75,1772169150,327,218,DESCENDING,0,30,0,0,0,0,0,30,30,0,30,0.839
94,Bene Beraq,0.75,1796773540,412,104,DESCENDING,60,0,0,0,0,0,0,0,0,0,60,0.655
95,Bene Beraq,0.75,1820184141,186,30,DESCENDING,0,0,0,0,60,0,0,30,0,30,0,0.850
96,Bene Beraq,0.75,1984487208,331,84,DESCENDING,0,60,0,0,0,0,0,0,30,0,30,1.027
97,Bene Beraq,0.75,2041961280,282,230,DESCENDING,0,0,0,30,30,0,0,0,30,0,30,1.054
98,Bene Beraq,0.75,1793585325,381,240,DESCENDING,0,30,0,0,0,0,0,0,0,60,30,0.903
99,Bene Beraq,0.75,1777351398,369,108,DESCENDING,0,30,0,0,0,0,30,0,0,0,60,0.871
100,Bene Beraq,0.75,1779482045,400,214,DESCENDING,0,30,0,0,0,0,0,0,30,30,30,0.869
101,Bene Beraq,0.75,1818087510,463,217,DESCENDING,30,30,0,0,0,0,0,0,0,0,60,0.819
102,Bene Beraq,0.75,1839310388,209,284,DESCENDING,0,60,30,0,0,0,0,0,0,0,30,0.953
103,Bene Beraq,0.75,1802902562,398,88,DESCENDING,30,30,0,0,0,0,0,0,30,0,30,0.922
104,Bene Beraq,0.75,1854676391,267,258,DESCENDING,0,30,30,30,0,0,0,0,0,0,30,0.737
105,Bene Beraq,0.75,1888314761,332,171,DESCENDING,30,30,0,0,0,0,0,0,30,0,30,0.842
106,Bene Beraq,0.75,1920271372,329,67,DESCENDING,0,0,0,0,0,0,60,0,30,0,30,1.099
107,Bene Beraq,0.75,1827676217,211,138,DESCENDING,0,30,0,0,0,30,30,30,0,0,0,1.016
108,Bene Beraq,0.75,1802370723,142,130,DESCENDING,0,30,0,0,0,60,0,30,0,0,0,0.975
109,Bene Beraq,0.75,1795612421,389,198,DESCENDING,0,30,0,0,0,30,0,0,30,0,30,1.015
110,Bene Beraq,0.75,2115601789,82,15,DESCENDING,0,0,0,0,30,0,0,60,0,0,30,0.932
111,Bene Beraq,0.75,1974273633,235,71,DESCENDING,0,0,0,30,0,0,0,30,30,30,0,0.999
112,Bene Beraq,0.75,1884524201,89,145,DESCENDING,0,0,0,30,0,0,0,90,0,0,0,0.897
113,Bene Beraq,0.75,2000944814,111,294,DESCENDING,0,0,0,30,60,30,0,0,0,0,0,0.953
114,Bene Beraq,0.75,2011362393,315,60,DESCENDING,30,0,0,0,0,0,0,0,60,30,0,0.986
115,Bene Beraq,0.75,2185854821,84,248,DESCENDING,0,30,0,30,0,30,30,0,0,0,0,1.000
116,Bene Beraq,0.75,1741704867,155,62,DESCENDING,0,0,0,0,30,60,0,0,30,0,0,0.896
117,Bene Beraq,0.75,1908522134,170,84,DESCENDING,0,0,0,30,0,30,0,60,0,0,0,1.018
118,Bene Beraq,0.75,1864424604,159,114,DESCENDING,0,0,0,0,60,0,60,0,0,0,0,0.974
119,Bene Beraq,0.75,1650745926,99,25,DESCENDING,0,0,0,0,30,30,0,0,60,0,0,0.971
120,Bene Beraq,0.75,1810617572,151,266,DESCENDING,0,0,0,60,0,0,30,0,30,0,0,1.042
121,Bene Beraq,1.0,1908641744,173,272,DESCENDING,0,0,30,0,0,0,0,60,0,0,30,1.086
122,Bene Beraq,1.0,1834421963,87,293,DESCENDING,0,30,0,30,0,0,0,30,0,0,30,0.885
123,Bene Beraq,1.0,1902115455,192,71,DESCENDING,30,30,0,0,30,0,0,0,0,0,30,0.954
124,Bene Beraq,1.0,1827739785,66,14,DESCENDING,0,0,0,0,0,30,30,60,0,0,0,1.004
125,Bene Beraq,1.0,2988305204,41,11,DESCENDING,30,0,0,0,30,30,0,0,0,30,0,1.139
126,Bene Beraq,1.0,1786622941,355,192,DESCENDING,30,30,0,30,0,0,0,0,0,0,30,0.699
127,Bene Beraq,1.0,1811906774,371,88,DESCENDING,0,0,0,0,30,30,0,0,0,30,30,0.656
128,Bene Beraq,1.0,1769175369,432,92,DESCENDING,0,30,0,0,30,0,0,0,60,0,0,0.942
129,Bene Beraq,1.0,1912290956,367,71,DESCENDING,0,0,0,0,60,0,30,0,30,0,0,1.001
130,Bene Beraq,1.0,1932201850,229,292,DESCENDING,0,0,0,30,30,0,0,0,0,60,0,0.962
131,Bene Beraq,1.0,1979450666,397,95,DESCENDING,0,0,0,0,30,0,0,0,90,0,0,1.065
132,Bene Beraq,1.0,2112414738,265,48,DESCENDING,30,0,0,0,60,0,0,0,30,0,0,1.044
133,Bene Beraq,1.0,1776758014,360,226,DESCENDING,60,30,0,30,0,0,0,0,0,0,0,0.834
134,Bene Beraq,1.0,2002016543,186,381,DESCENDING,0,0,30,60,0,0,30,0,0,0,0,1.142
135,Bene Beraq,1.0,2054424002,200,39,DESCENDING,0,0,0,0,90,0,0,0,0,0,30,0.944
136,Bene Beraq,1.0,2020006686,339,80,DESCENDING,0,0,0,0,0,30,30,0,30,0,30,1.087
137,Bene Beraq,1.0,2505066304,129,25,DESCENDING,0,30,0,0,60,0,0,0,0,0,30,1.005
138,Bene Beraq,1.0,1844132445,342,258,DESCENDING,0,0,0,60,0,0,0,0,0,30,30,0.876
139,Bene Beraq,1.0,1807044655,333,208,DESCENDING,0,30,30,0,0,0,0,0,30,0,30,0.768
140,Bene Beraq,1.0,1615663616,162,274,DESCENDING,30,30,0,30,0,0,0,0,0,30,0,0.941
141,Bene Beraq,1.0,1817871109,387,93,DESCENDING,0,30,0,0,0,0,0,0,60,0,30,0.528
142,Bene Beraq,1.0,2008238679,345,75,DESCENDING,0,0,0,0,0,30,30,0,30,0,30,0.972
143,Bene Beraq,1.0,2071942549,58,253,DESCENDING,0,0,0,30,30,0,0,30,0,30,0,1.018
144,Bene Beraq,1.0,1912119782,162,66,DESCENDING,0,0,0,0,60,0,30,0,0,0,30,1.100
145,Bene Beraq,1.0,1964493446,217,253,DESCENDING,0,0,0,30,0,30,30,0,0,30,0,1.038
146,Bene Beraq,1.0,1890089935,348,72,DESCENDING,0,0,0,0,0,30,30,0,0,30,30,0.936
147,Bene Beraq,1.0,2041494083,117,349,DESCENDING,30,0,0,60,30,0,0,0,0,0,0,1.004
148,Bene Beraq,1.0,1818997111,380,80,DESCENDING,30,30,0,0,30,0,0,0,0,0,30,0.728
149,Bene Beraq,1.0,2001592760,196,156,DESCENDING,0,0,0,0,90,0,0,0,0,0,30,1.085
150,Bene Beraq,1.0,1670576119,226,184,DESCENDING,0,0,30,0,60,0,0,0,30,0,0,0.855
151,Bene Beraq,1.0,1844954969,333,198,DESCENDING,0,0,30,0,30,0,30,0,0,0,30,0.994
152,Bene Beraq,1.0,2255354549,188,55,DESCENDING,30,30,0,0,0,0,0,0,30,0,30,0.854
153,Bene Beraq,1.0,1835781332,144,127,DESCENDING,60,0,30,0,0,0,0,0,0,0,30,0.944
154,Bene Beraq,1.0,2297531521,218,50,DESCENDING,0,0,0,0,30,30,0,0,30,0,30,0.958
155,Bene Beraq,1.0,2203512715,165,34,DESCENDING,0,0,0,0,0,0,0,60,30,0,30,1.079
156,Bene Beraq,1.0,1822644094,179,169,DESCENDING,0,0,0,60,0,30,0,30,0,0,0,0.679
157,Bene Beraq,1.0,1851899586,203,158,DESCENDING,60,0,0,30,0,30,0,0,0,0,0,0.743
158,Bene Beraq,1.0,2045014671,259,48,DESCENDING,0,0,0,0,0,0,60,0,30,0,30,0.848
159,Bene Beraq,1.0,2212564875,208,131,DESCENDING,0,30,0,30,0,0,0,0,30,0,30,1.036
160,Bene Beraq,1.0,2251576614,175,38,DESCENDING,0,30,0,0,0,30,0,0,30,0,30,1.006
161,Bene Beraq,1.0,2058434097,228,38,DESCENDING,0,0,0,0,0,0,60,0,30,0,30,1.028
162,Bene Beraq,1.0,3194463976,227,53,DESCENDING,0,30,0,0,0,0,0,0,60,0,30,0.897
163,Bene Beraq,1.0,2225079469,60,91,DESCENDING,30,0,0,30,30,0,0,0,0,0,30,0.929
164,Bene Beraq,1.0,2189337300,44,54,DESCENDING,0,30,0,30,0,0,0,30,30,0,0,0.998
165,Bene Beraq,1.0,1998472676,407,70,DESCENDING,0,30,0,0,30,0,0,0,0,30,30,0.835
166,Bene Beraq,1.0,2058482285,79,14,DESCENDING,30,0,0,0,0,0,30,30,0,0,30,0.905
167,Bene Beraq,1.0,1986612022,383,88,DESCENDING,0,0,0,0,0,60,30,0,0,0,30,0.815
168,Bene Beraq,1.0,2098025878,195,309,DESCENDING,0,30,0,30,0,0,30,0,0,0,30,1.023
169,Bene Beraq,1.0,2459669885,38,471,DESCENDING,30,0,0,30,0,0,0,0,0,30,30,0.890
170,Bene Beraq,1.0,2300671981,239,292,DESCENDING,30,0,0,60,0,0,0,0,30,0,0,0.816
171,Bene Beraq,1.0,2684736195,57,14,DESCENDING,0,0,0,0,60,30,0,30,0,0,0,0.974
172,Bene Beraq,1.0,2449135467,123,49,DESCENDING,0,0,0,0,0,60,0,30,30,0,0,0.962
173,Bene Beraq,1.0,2360306771,291,137,DESCENDING,0,0,30,0,0,30,0,0,60,0,0,0.959
174,Bene Beraq,1.0,2229500931,141,92,DESCENDING,0,30,0,30,0,30,0,0,30,0,0,0.887
175,Bene Beraq,1.0,2344321732,261,40,DESCENDING,0,30,0,0,0,30,0,0,60,0,0,0.924
176,Bene Beraq,1.0,2767393159,100,25,DESCENDING,0,0,0,30,90,0,0,0,0,0,0,0.934
177,Bene Beraq,1.0,2636453281,230,120,DESCENDING,0,0,0,0,30,0,0,90,0,0,0,0.823
178,Bene Beraq,1.0,2599972813,65,13,DESCENDING,0,0,0,0,120,0,0,0,0,0,0,0.955
179,Bene Beraq,1.0,2422532926,137,35,DESCENDING,0,30,0,30,30,0,0,30,0,0,0,0.934
180,Bene Beraq,1.0,2055116438,133,41,DESCENDING,30,30,0,0,0,0,0,30,30,0,0,0.837
