strategy,day,critical,deceased,reward,economic_index
Bene-Beraq_ASCENDING_0.35,66,28,0,34708352.962844100,1167898160.77
Bene-Beraq_ASCENDING_0.35,67,36,0,33391329.169907400,1184597228.77
Bene-Beraq_ASCENDING_0.35,68,45,0,32091657.788829700,1200646618.77
Bene-Beraq_ASCENDING_0.35,69,51,0,30900312.210443000,1216100480.77
Bene-Beraq_ASCENDING_0.35,70,64,0,29845125.25846540,1231026876.77
Bene-Beraq_ASCENDING_0.35,71,74,1,28919305.590579500,1245490474.77
Bene-Beraq_ASCENDING_0.35,72,91,1,56419082.46392440,1259597260.77
Bene-Beraq_ASCENDING_0.35,73,98,3,55414337.87310960,1273452890.77
Bene-Beraq_ASCENDING_0.35,74,115,5,54804387.14967170,1287156050.77
Bene-Beraq_ASCENDING_0.35,75,121,6,54365639.14321160,1300749536.77
Bene-Beraq_ASCENDING_0.35,76,133,7,54437186.37339840,1314360906.77
Bene-Beraq_ASCENDING_0.35,77,139,12,55161813.41812660,1328153410.77
Bene-Beraq_ASCENDING_0.35,78,145,15,56260037.650987200,1342220436.77
Bene-Beraq_ASCENDING_0.35,79,163,22,57684064.93289700,1356643424.77
Bene-Beraq_ASCENDING_0.35,80,178,27,59538495.55280330,1371529962.77
Bene-Beraq_ASCENDING_0.35,81,177,27,68339302.82439270,1382921163.514
Bene-Beraq_ASCENDING_0.35,82,177,27,65474306.532809,1393834902.4660000
Bene-Beraq_ASCENDING_0.35,83,176,27,62974480.55962420,1404332036.1540000
Bene-Beraq_ASCENDING_0.35,84,176,27,60792234.894057400,1414465490.1060000
Bene-Beraq_ASCENDING_0.35,85,174,27,58790333.43760940,1424265319.3060000
Bene-Beraq_ASCENDING_0.35,86,174,27,56889646.871035700,1433748391.2980000
Bene-Beraq_ASCENDING_0.35,87,174,27,55220474.06221580,1442953288.2100000
Bene-Beraq_ASCENDING_0.35,88,174,27,53865906.93654030,1451932440.4900000
Bene-Beraq_ASCENDING_0.35,89,172,27,52780514.97433150,1460730705.9860000
Bene-Beraq_ASCENDING_0.35,90,172,27,52135848.364526800,1469421533.442
Bene-Beraq_ASCENDING_0.35,91,171,27,51913687.31745380,1478075333.8340000
Bene-Beraq_ASCENDING_0.35,92,172,27,51962564.22906160,1486737276.4340000
Bene-Beraq_ASCENDING_0.35,93,172,27,52375232.55599530,1495467987.7300000
Bene-Beraq_ASCENDING_0.35,94,181,27,53118771.34131780,1504322608.1860000
Bene-Beraq_ASCENDING_0.35,95,192,27,53983428.44297300,1513321322.7620000
